SMILES,pCHEMBL,Molecular Weight,logP,Data
CC(C)CCN1CCC2CC(=O)C(Cc3ccccc3)C3CCCC1C23,6.15,353.55,4.97,CC(C)CCN1CCC2CC(=O)C(Cc3ccccc3)C3CCCC1C23
Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.66,337.4,3.96,Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1
O=c1c(-c2ccccc2)ccnn1C(CN1CCCC1)c1ccccc1,6.26,345.45,3.6,O=c1c(-c2ccccc2)ccnn1C(CN1CCCC1)c1ccccc1
CCc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,7.04,333.4,2.61,CCc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1
NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.78,397.57,3.52,NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O
COCCCn1c(NC(=O)c2ccccc2Cl)nc2cc(C(=O)NCc3cccc(OC)c3)ccc21,5.33,506.99,4.92,COCCCn1c(NC(=O)c2ccccc2Cl)nc2cc(C(=O)NCc3cccc(OC)c3)ccc21
Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.7,408.81,3.57,Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1
Oc1ccc2c3c1OC1c4ncc(-c5ccc(Cl)cc5)cc4CC4(OCc5ccccc5)C(C2)N(CC2CC2)CCC314,8.27,577.12,7.03,Oc1ccc2c3c1OC1c4ncc(-c5ccc(Cl)cc5)cc4CC4(OCc5ccccc5)C(C2)N(CC2CC2)CCC314
CCCCc1nc2[nH]cnc2c2nc(C)nn12,7.34,230.28,1.65,CCCCc1nc2[nH]cnc2c2nc(C)nn12
Nc1nc(/N=N/NC(=O)Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.6,429.4,-0.16,Nc1nc(/N=N/NC(=O)Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
C=CCN1CC2C(c3ccccc3)CCC1CN2Cc1ccc(C(=O)N(CC)CC)cc1,5.96,431.62,4.79,C=CCN1CC2C(c3ccccc3)CCC1CN2Cc1ccc(C(=O)N(CC)CC)cc1
Cc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cc(Br)cnc43)CC2)cc1,5.41,537.46,3.05,Cc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cc(Br)cnc43)CC2)cc1
CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,6.88,418.42,3.41,CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
COc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1,8.96,508.71,6.27,COc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1
CCCn1c(-c2ccccc2)nc2c(N)ncnc21,6.31,253.31,2.49,CCCn1c(-c2ccccc2)nc2c(N)ncnc21
Cn1c(=O)c2nc[nH]c2n(C)c1=O,4.68,180.17,-1.04,Cn1c(=O)c2nc[nH]c2n(C)c1=O
COCCC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O,6.49,399.53,2.72,COCCC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.68,432.47,3.0,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccc1,9.8,446.55,2.75,O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccc1
N=c1ccc2c(-c3ccc(C(=O)NCCCCCCn4cc(NCCNC(=O)COc5ccc(CCCn6ncc7c6nc(N)n6nc(-c8ccco8)nc76)cc5)nn4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O,7.78,1158.21,None,N=c1ccc2c(-c3ccc(C(=O)NCCCCCCn4cc(NCCNC(=O)COc5ccc(CCCn6ncc7c6nc(N)n6nc(-c8ccco8)nc76)cc5)nn4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O
COC(=O)C1CC(OC(=O)c2cccc([N+](=O)[O-])c2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.1,539.54,4.2,COC(=O)C1CC(OC(=O)c2cccc([N+](=O)[O-])c2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
COC12CCC3(CC1C(O)C1CCCCC1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.28,479.66,4.56,COC12CCC3(CC1C(O)C1CCCCC1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(CC(=O)NC(CC(C)C)C(=O)O)C(=O)C3,4.8,512.65,2.69,COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(CC(=O)NC(CC(C)C)C(=O)O)C(=O)C3
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(C(=O)O)c5)CC4)nc32)[C@H](O)[C@@H]1O,7.02,555.6,-0.90,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(C(=O)O)c5)CC4)nc32)[C@H](O)[C@@H]1O
NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccc(F)c3)cc2)c(F)c1,9.25,408.45,5.19,NC(=O)c1ccc(Oc2ccc(CN3CCCC3c3cccc(F)c3)cc2)c(F)c1
Cn1c(=O)c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2n(C)c1=O,6.16,404.35,1.89,Cn1c(=O)c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2n(C)c1=O
CC1C2c3cc(N4CCN(C)CC4)ccc3CC(c3ccc(N4CCN(C)CC4)cc32)N1CC1CC1,5.8,485.72,4.03,CC1C2c3cc(N4CCN(C)CC4)ccc3CC(c3ccc(N4CCN(C)CC4)cc32)N1CC1CC1
Cc1nc(N)c2nn(-c3ccccc3)cc2n1,6.61,225.25,1.71,Cc1nc(N)c2nn(-c3ccccc3)cc2n1
Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,6.73,307.35,2.88,Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.57,499.53,-0.16,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,5.98,418.42,3.41,CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.14,267.25,-1.98,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
O=C(Nc1nnc(-c2ccccc2)o1)c1ccc(Cl)cc1,5.16,299.72,3.64,O=C(Nc1nnc(-c2ccccc2)o1)c1ccc(Cl)cc1
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(F)cc5)CC4)cc3)[nH]c2c1=O,7.04,512.57,1.75,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(F)cc5)CC4)cc3)[nH]c2c1=O
O=C1Cc2ccccc2N1C1CCN(C2CCCC3CCCCC32)CC1,6.7,352.52,4.4,O=C1Cc2ccccc2N1C1CCN(C2CCCC3CCCCC32)CC1
COC12C=CC3(CC14CCC(C)(C)C4O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.89,423.55,3.16,COC12C=CC3(CC14CCC(C)(C)C4O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5
COC12CCC3(CC1COC(=O)C(N)Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.15,544.69,3.73,COC12CCC3(CC1COC(=O)C(N)Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
COc1cc(CC(=O)N(C)C(CN2CCC(O)C2)c2ccccc2)c(S(=O)(=O)N2CCCC2)cc1OC,8.96,531.68,2.3,COc1cc(CC(=O)N(C)C(CN2CCC(O)C2)c2ccccc2)c(S(=O)(=O)N2CCCC2)cc1OC
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNCC=Cc4ccccc4)C(C2)N(C)CCC315,6.97,486.66,4.44,COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNCC=Cc4ccccc4)C(C2)N(C)CCC315
Cc1ccc(Nc2cccn(C(CN3CCCC3)c3ccccc3)c2=O)cc1,7.03,373.5,4.59,Cc1ccc(Nc2cccn(C(CN3CCCC3)c3ccccc3)c2=O)cc1
O=c1c(NC2CCNCC2)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1,7.17,437.63,4.31,O=c1c(NC2CCNCC2)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1
COC12CCC3(CC1CNC(=O)C(C)N)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.85,467.61,2.08,COC12CCC3(CC1CNC(=O)C(C)N)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
COc1cccc2c(C(=O)NCc3cccc(C(F)(F)F)n3)nc(N)nc12,9.4,377.33,2.56,COc1cccc2c(C(=O)NCc3cccc(C(F)(F)F)n3)nc(N)nc12
Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.7,354.35,1.01,Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)n(C)c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,7.1,566.57,1.73,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)n(C)c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.9,308.3,-1.84,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Nc1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1,5.38,392.47,4.87,Nc1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4.81,371.52,6.0,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,8.42,367.76,-0.94,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCCN)cc3)ccc2n1,5.67,497.64,5.18,Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCCN)cc3)ccc2n1
Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccccc3)nn12,8.33,311.73,2.24,Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccccc3)nn12
CS(=O)(=O)NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,6.04,475.66,3.11,CS(=O)(=O)NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O
CN1CCC23c4c5ccc(O)c4OC2c2nc(N)ncc2CC3(O)C1C5,7.68,352.39,0.68,CN1CCC23c4c5ccc(O)c4OC2c2nc(N)ncc2CC3(O)C1C5
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccncc2)c1,6.62,337.42,2.75,NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccncc2)c1
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)n1,8.63,333.31,-1.59,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)n1
O=C(NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccncc1,9.48,445.52,2.36,O=C(NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccncc1
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12,6.71,355.41,2.97,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12
CS(=O)(=O)NCCN1CCCC1Cc1nc2ccccc2n1C1CC2CCCC(C1)N2C1CC2CCCCC(C2)C1,7.36,581.87,5.51,CS(=O)(=O)NCCN1CCCC1Cc1nc2ccccc2n1C1CC2CCCC(C1)N2C1CC2CCCCC(C2)C1
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)cc2)cc1,5.08,382.94,5.01,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)cc2)cc1
CCCCCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,343.39,3.16,CCCCCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,10.1,311.47,4.25,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,5.47,281.27,-1.59,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
O=C1C(=Cc2cccc(F)c2)CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,7.31,447.51,3.36,O=C1C(=Cc2cccc(F)c2)CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
CCCCCCC(=O)NC12Cc3c([nH]c4ccccc34)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,6.39,485.63,4.89,CCCCCCC(=O)NC12Cc3c([nH]c4ccccc34)C3Oc4c(O)ccc5c4C31CCN(C)C2C5
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(C#N)cc5)CC4)cc3)cc2n(C)c1=O,6.45,498.54,1.83,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(C#N)cc5)CC4)cc3)cc2n(C)c1=O
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.7,512.96,5.66,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
CN(Cc1ccc(Cl)cc1)c1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.57,449.08,6.83,CN(Cc1ccc(Cl)cc1)c1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NC4CCCC4)nc32)c1,6.67,451.48,4.27,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NC4CCCC4)nc32)c1
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,6.31,317.44,5.35,Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Cl)cc4)nc23)n1,5.97,436.84,4.11,Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Cl)cc4)nc23)n1
CN(C(=O)CNc1ccc(Cl)c(Cl)c1)C(CN1CCC(O)C1)c1ccccc1,9.57,422.36,3.67,CN(C(=O)CNc1ccc(Cl)c(Cl)c1)C(CN1CCC(O)C1)c1ccccc1
COc1ccc(CC2CN3C(=NCC3C3CCCCC3)N2CCC2CC3CCC2C3)cc1,6.66,435.66,5.37,COc1ccc(CC2CN3C(=NCC3C3CCCCC3)N2CCC2CC3CCC2C3)cc1
Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,7.41,438.88,1.91,Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12
CCNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.85,474.48,-1.08,CCNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
Cc1ccccc1CN1CCN2CC(C)C(C)(c3cccc(O)c3)CC2C1,7.82,364.53,4.18,Cc1ccccc1CN1CCN2CC(C)C(C)(c3cccc(O)c3)CC2C1
N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)c1,8.85,376.87,5.06,N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)c1
CC(C)(C)OC(=O)NCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.65,388.38,2.02,CC(C)(C)OC(=O)NCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12
COC12C=CC3(CC14CCC(C)(C)C4O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.0,463.62,3.94,COC12C=CC3(CC14CCC(C)(C)C4O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CSc4nc6ccccc6s4)C(C2)N(C)CCC315,6.24,520.72,5.54,COc1ccc2c3c1OC1C4(OC)CCC5(CC4CSc4nc6ccccc6s4)C(C2)N(C)CCC315
COC(=O)c1coc(C2CC3(C)C(CCC4(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C43)C(=O)O2)n1,5.07,491.49,2.18,COC(=O)c1coc(C2CC3(C)C(CCC4(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C43)C(=O)O2)n1
Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCOCC4)c3)nc2n(C)c1=O,5.85,385.42,0.34,Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCOCC4)c3)nc2n(C)c1=O
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,8.52,357.45,1.71,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314
CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1,7.8,335.49,4.94,CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1
C#CCCCOC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.65,484.55,3.78,C#CCCCOC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
Oc1ccc2c(c1)C1(CCc3ccccc3)CCN(CCCc3ccccc3)CC1O2,6.17,413.56,5.36,Oc1ccc2c(c1)C1(CCc3ccccc3)CCN(CCCc3ccccc3)CC1O2
CN(C(=O)Cc1ccccc1CNS(C)(=O)=O)C(CN1CCCC1)c1ccccc1,7.85,429.59,2.57,CN(C(=O)Cc1ccccc1CNS(C)(=O)=O)C(CN1CCCC1)c1ccccc1
Cc1cc(C)n(-c2nc(Nc3nccs3)cc(N3CCc4ccccc4C3)n2)n1,7.18,403.52,4.04,Cc1cc(C)n(-c2nc(Nc3nccs3)cc(N3CCc4ccccc4C3)n2)n1
CN1CCC23CCCCC2C1Cc1cc(CNCc2ccccc2)c(O)cc13,6.42,376.54,4.37,CN1CCC23CCCCC2C1Cc1cc(CNCc2ccccc2)c(O)cc13
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3Cl)c2n1,8.05,325.76,3.37,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3Cl)c2n1
O=C(N/N=N/c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,6.68,497.52,1.61,O=C(N/N=N/c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.96,345.37,2.56,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,6.58,285.34,1.2,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
CC(=O)Nc1nc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,5.5,329.36,3.42,CC(=O)Nc1nc(-c2ccccc2)nc2nc(-c3ccccc3)cn12
CN1C(=O)C2C(c3ccncc3N2C)N(C)C1=O,5.38,246.27,0.46,CN1C(=O)C2C(c3ccncc3N2C)N(C)C1=O
CCOC(=O)c1sc(SCc2ccccc2)c2c1CCCC2=O,4.14,346.47,4.74,CCOC(=O)c1sc(SCc2ccccc2)c2c1CCCC2=O
O=C(Cn1c(=O)oc2ccccc21)N1CCN(c2ccccc2)CC1CN1CCCC1,6.4,420.51,2.41,O=C(Cn1c(=O)oc2ccccc21)N1CCN(c2ccccc2)CC1CN1CCCC1
Cc1cc(C)n(-c2cc(NC(=O)COc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1,9.52,460.54,3.93,Cc1cc(C)n(-c2cc(NC(=O)COc3ccc(CN(C)C)cc3)nc(-c3ccc(C)o3)n2)n1
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,8.49,285.69,2.77,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
CCc1nc2c(=O)n(Cc3ccccc3)nc(-c3ccncc3)c2c2cc(-c3ccccc3)nn12,5.6,458.53,4.78,CCc1nc2c(=O)n(Cc3ccccc3)nc(-c3ccncc3)c2c2cc(-c3ccccc3)nn12
CCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,5.85,295.43,4.12,CCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
C=Cc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccccc4)C(C2)N(C)CCC315,9.64,457.61,4.99,C=Cc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccccc4)C(C2)N(C)CCC315
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.37,345.37,2.56,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12
Nc1nc(N2CCN(C(=O)c3cccc4ccccc34)CC2)nc2nc(-c3ccco3)nn12,5.12,440.47,2.48,Nc1nc(N2CCN(C(=O)c3cccc4ccccc34)CC2)nc2nc(-c3ccco3)nn12
CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21,5.27,447.42,2.83,CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc21
CNC(=O)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,8.64,353.51,3.91,CNC(=O)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3
COCCOCCOCCOc1ccc(COCC2CC34CCC2(OC)C2Oc5c(OC)ccc6c5C23CCN(CC2CC2)C4C6)cc1,5.79,663.85,5.19,COCCOCCOCCOc1ccc(COCC2CC34CCC2(OC)C2Oc5c(OC)ccc6c5C23CCN(CC2CC2)C4C6)cc1
COCCOCCOCCOCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,7.43,557.73,3.62,COCCOCCOCCOCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5
O=C1NCN(c2ccccc2)C12CCN(C1CCCc3ccc(Cl)cc31)CC2,7.18,395.93,4.15,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3ccc(Cl)cc31)CC2
CCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCC3)cc2)n(CCC)c1=O,5.62,480.61,3.20,CCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCC3)cc2)n(CCC)c1=O
CCSC[C@H]1O[C@@H](n2cnc3c(N)nc(N/N=C/CC(C)C)nc32)[C@H](O)[C@@H]1O,5.12,409.52,1.22,CCSC[C@H]1O[C@@H](n2cnc3c(N)nc(N/N=C/CC(C)C)nc32)[C@H](O)[C@@H]1O
CCCCNCCN1CN(c2ccccc2)C2(CCN(C3CCCc4c(Cl)cccc43)CC2)C1=O,7.85,495.11,5.25,CCCCNCCN1CN(c2ccccc2)C2(CCN(C3CCCc4c(Cl)cccc43)CC2)C1=O
CC1CN(CCc2ccccc2)CCC1(C)c1cccc(O)c1,7.77,309.45,4.23,CC1CN(CCc2ccccc2)CCC1(C)c1cccc(O)c1
O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC1Cc1c[nH]c2ccccc12,6.66,593.68,2.36,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC1Cc1c[nH]c2ccccc12
OC[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)nc(-n4cc(-c5nccc6ccccc56)cn4)nc32)[C@H](O)[C@@H]1O,7.28,676.48,3.06,OC[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)nc(-n4cc(-c5nccc6ccccc56)cn4)nc32)[C@H](O)[C@@H]1O
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,6.33,335.36,-0.21,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
Cc1ccc(-c2nc(N)nc(C(=O)NCc3ncccc3C)c2C)o1,6.81,337.38,2.57,Cc1ccc(-c2nc(N)nc(C(=O)NCc3ncccc3C)c2C)o1
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O,6.99,538.59,1.34,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O
Cc1c(OC2CC3CCC(C2)N3Cc2ccccc2)cccc1C(N)=O,5.38,350.46,3.67,Cc1c(OC2CC3CCC(C2)N3Cc2ccccc2)cccc1C(N)=O
